001,FALSE,FALSE,"Gosalyn Mallard – The Quiverwing Quack",Common
002,FALSE,FALSE,"Monterey Jack – Watchful Ranger",Common
003,FALSE,FALSE,"Woody – Waiting for a Friend",Common
004,FALSE,FALSE,"Dale – Excited Friend",Common
005,FALSE,FALSE,"Pedro Madrigal – Family Patriarch",Uncommon
006,FALSE,FALSE,"Agustin Madrigal – Exceptionally Kind",Common
007,FALSE,FALSE,"Alan-a-Dale – Loyal Bard",Common
008,FALSE,FALSE,"Prince Eric – Noble Swordsman",Common
009,FALSE,FALSE,"Dolores Madrigal – Hears Everything",Common
010,FALSE,FALSE,"Rex – Protective Dinosaur",Rare
011,FALSE,FALSE,"Hamm – Piggy Bank",Uncommon
012,FALSE,FALSE,"Monterey Jack – Hypnotized by Cheese",Rare
013,FALSE,FALSE,"Bo Peep – Caring Shepherd",Uncommon
014,FALSE,FALSE,"Chip – Retrieval Expert",Uncommon
015,FALSE,FALSE,"Woody – Jungle Guide",Legendary
016,FALSE,FALSE,"Isabela Madrigal – Such a Lovely Voice",Uncommon
017,FALSE,FALSE,"Bullseye – Loyal Horse",Common
018,FALSE,FALSE,"Ariel – Curious Traveler",Rare
019,FALSE,FALSE,"Isabela Madrigal – Caring Cultivator",Rare
020,FALSE,FALSE,"Jessie – Lively Cowgirl",Super Rare
021,FALSE,FALSE,"Woody – Leader of the Toys",Uncommon
022,FALSE,FALSE,"Dale – Ready for His Shot",Legendary
023,FALSE,FALSE,"The Prince – Searching for His Love",Rare
024,FALSE,FALSE,"Julieta Madrigal – Caring Baker",Common
025,FALSE,FALSE,"Pluto – Vigilant Traveler",Uncommon
026,FALSE,FALSE,"Mickey Mouse – Expedition Leader",Super Rare
027,FALSE,FALSE,"Chip – Team Player",Common
028,FALSE,FALSE,"Ranger Team-Up",Uncommon
029,FALSE,FALSE,"This Growing Pressure",Common
030,FALSE,FALSE,"You've Got a Friend in Me",Super Rare
